,Dataset size,Window size,Hidden size,Num layers,Input size,Dropout,Train size,Val size,Test size,Batch size,Epochs,Learning rate,Train Loss,Val Loss,Test Loss,R2,R2_bar,MAPE,RMSE,Training time,Training device,Outputs,Input_0,Input_1,Input_2,Input_3,Input_4,Input_5,Input_6,Input_7,Input_8,Input_9,Input_10,Input_11,Input_12,Input_13
21/01/2025 14:32,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8988640540,41048125133,8977557777,-223.6927,-224.1432,0.9957,94757.6492,3.7745,cuda,Close_target,Open,Close,High,Low,Volume,Number of Trades,,,,,,,,
21/01/2025 14:32,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9014448988,41165983710,8998526498,-218.6915,-219.1319,0.9971,94867.0267,3.6887,cuda,Close_target,Open,Close,High,Low,Volume,Taker Buy Base Asset Volume,,,,,,,,
21/01/2025 14:32,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8989733088,41053114436,8972319949,-222.5448,-222.993,0.9957,94738.5884,3.527,cuda,Close_target,Open,Close,High,Low,Volume,obv,,,,,,,,
21/01/2025 14:32,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9023813744,41208749431,9015325559,-225.8831,-226.338,0.9978,94961.4892,3.6075,cuda,Close_target,Open,Close,High,Low,Volume,cmf_30,,,,,,,,
21/01/2025 14:32,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9006160223,41128131686,8978604885,-218.2459,-218.6854,0.9964,94757.6365,3.646,cuda,Close_target,Open,Close,High,Low,Volume,ema_30,,,,,,,,
21/01/2025 14:33,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8989478688,41051952674,8986038613,-225.9821,-226.4372,0.9957,94796.2381,3.8199,cuda,Close_target,Open,Close,High,Low,Volume,atr_30,,,,,,,,
21/01/2025 14:33,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8996900595,41085846050,8998490999,-223.0046,-223.4537,0.9964,94866.0452,4.3522,cuda,Close_target,Open,Close,High,Low,Volume,rsi_30,,,,,,,,
21/01/2025 14:33,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8991569255,41061499597,8987608576,-224.4474,-224.8993,0.9957,94804.871,4.0999,cuda,Close_target,Open,Close,High,Low,Volume,ma_30,,,,,,,,
21/01/2025 14:33,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8987739614,41044010906,8979340937,-221.3408,-221.7865,0.9957,94766.1153,3.9756,cuda,Close_target,Open,Close,High,Low,Volume,bollinger_30,,,,,,,,
21/01/2025 14:33,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8990481191,41056530773,8979682065,-222.036,-222.4831,0.9957,94755.2554,4.0148,cuda,Close_target,Open,Close,High,Low,Number of Trades,Taker Buy Base Asset Volume,,,,,,,,
21/01/2025 14:33,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8968206912,40954811563,8961545079,-223.7936,-224.2442,0.9942,94667.3072,4.1617,cuda,Close_target,Open,Close,High,Low,Number of Trades,obv,,,,,,,,
21/01/2025 14:33,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9011798599,41153880269,9001297852,-222.9835,-223.4325,0.9971,94867.2035,3.8812,cuda,Close_target,Open,Close,High,Low,Number of Trades,cmf_30,,,,,,,,
21/01/2025 14:33,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9001567464,41107158084,8988376030,-222.743,-223.1916,0.9964,94810.0595,3.9845,cuda,Close_target,Open,Close,High,Low,Number of Trades,ema_30,,,,,,,,
21/01/2025 14:33,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8977082981,40995345613,8958004361,-218.3838,-218.8236,0.9949,94682.2942,4.008,cuda,Close_target,Open,Close,High,Low,Number of Trades,atr_30,,,,,,,,
21/01/2025 14:33,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9025981717,41218649839,9011380634,-219.0053,-219.4463,0.9978,94934.7552,3.9169,cuda,Close_target,Open,Close,High,Low,Number of Trades,rsi_30,,,,,,,,
21/01/2025 14:33,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8989343131,41051333632,8984774793,-224.7507,-225.2033,0.9957,94778.4063,3.9206,cuda,Close_target,Open,Close,High,Low,Number of Trades,ma_30,,,,,,,,
21/01/2025 14:33,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8988178402,41046014703,8985150020,-220.5577,-221.0019,0.9957,94796.9819,3.9678,cuda,Close_target,Open,Close,High,Low,Number of Trades,bollinger_30,,,,,,,,
21/01/2025 14:34,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8997812299,41090009498,9006199876,-230.4885,-230.9526,0.9964,94877.6604,3.7959,cuda,Close_target,Open,Close,High,Low,Taker Buy Base Asset Volume,obv,,,,,,,,
21/01/2025 14:34,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9001809232,41108262161,8998149598,-226.6921,-227.1485,0.9964,94838.5267,3.913,cuda,Close_target,Open,Close,High,Low,Taker Buy Base Asset Volume,cmf_30,,,,,,,,
21/01/2025 14:34,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9010876222,41149668079,9014251895,-228.3466,-228.8063,0.9971,94946.8339,3.8774,cuda,Close_target,Open,Close,High,Low,Taker Buy Base Asset Volume,ema_30,,,,,,,,
21/01/2025 14:34,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9010975759,41150122633,9005976883,-221.2602,-221.7057,0.9971,94898.4343,3.6027,cuda,Close_target,Open,Close,High,Low,Taker Buy Base Asset Volume,atr_30,,,,,,,,
21/01/2025 14:34,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8965334808,40941695625,8944982118,-218.065,-218.5041,0.9942,94613.4763,3.6701,cuda,Close_target,Open,Close,High,Low,Taker Buy Base Asset Volume,rsi_30,,,,,,,,
21/01/2025 14:34,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9013691885,41162526276,9007691913,-224.7764,-225.229,0.9971,94930.6049,3.7929,cuda,Close_target,Open,Close,High,Low,Taker Buy Base Asset Volume,ma_30,,,,,,,,
21/01/2025 14:34,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9024902637,41213722044,9024065502,-227.348,-227.8058,0.9978,94975.0381,3.839,cuda,Close_target,Open,Close,High,Low,Taker Buy Base Asset Volume,bollinger_30,,,,,,,,
21/01/2025 14:34,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9000351774,41101606434,8994717901,-227.6107,-228.069,0.9964,94832.0989,4.207,cuda,Close_target,Open,Close,High,Low,obv,cmf_30,,,,,,,,
21/01/2025 14:34,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9034765372,41258761865,9053635447,-234.5007,-234.9729,0.9986,95149.0104,4.3763,cuda,Close_target,Open,Close,High,Low,obv,ema_30,,,,,,,,
21/01/2025 14:34,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9049233774,41324834236,9038783625,-227.5985,-228.0568,0.9993,95069.2158,4.0598,cuda,Close_target,Open,Close,High,Low,obv,atr_30,,,,,,,,
21/01/2025 14:34,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9037188941,41269829495,9031542682,-223.3242,-223.7739,0.9986,95028.497,4.2207,cuda,Close_target,Open,Close,High,Low,obv,rsi_30,,,,,,,,
21/01/2025 14:34,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9010815634,41149391394,9015605009,-226.4652,-226.9212,0.9971,94940.6482,4.1386,cuda,Close_target,Open,Close,High,Low,obv,ma_30,,,,,,,,
21/01/2025 14:34,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9010423337,41147599906,9010961408,-223.4778,-223.9278,0.9971,94908.306,4.2102,cuda,Close_target,Open,Close,High,Low,obv,bollinger_30,,,,,,,,
21/01/2025 14:35,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8998104542,41091344077,9005909743,-231.3458,-231.8116,0.9964,94877.8766,4.2077,cuda,Close_target,Open,Close,High,Low,cmf_30,ema_30,,,,,,,,
21/01/2025 14:35,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9012972671,41159241865,9006233054,-223.9287,-224.3797,0.9971,94902.8088,4.1983,cuda,Close_target,Open,Close,High,Low,cmf_30,atr_30,,,,,,,,
21/01/2025 14:35,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9011735522,41153592218,9007591424,-227.9379,-228.3968,0.9971,94899.9403,4.193,cuda,Close_target,Open,Close,High,Low,cmf_30,rsi_30,,,,,,,,
21/01/2025 14:35,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8978712449,41002786850,8966774170,-225.4638,-225.9178,0.9949,94695.0763,4.0673,cuda,Close_target,Open,Close,High,Low,cmf_30,ma_30,,,,,,,,
21/01/2025 14:35,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8973162675,40977442884,8973933705,-223.0636,-223.5127,0.9949,94737.3704,4.27,cuda,Close_target,Open,Close,High,Low,cmf_30,bollinger_30,,,,,,,,
21/01/2025 14:35,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9012123170,41155362475,9014829261,-231.3404,-231.8062,0.9971,94944.7204,4.3205,cuda,Close_target,Open,Close,High,Low,ema_30,atr_30,,,,,,,,
21/01/2025 14:35,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9026018655,41218818526,9003065651,-221.402,-221.8479,0.9978,94894.568,4.2909,cuda,Close_target,Open,Close,High,Low,ema_30,rsi_30,,,,,,,,
21/01/2025 14:35,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8979075251,41004443648,8962875119,-222.6551,-223.1034,0.9949,94684.0039,4.2702,cuda,Close_target,Open,Close,High,Low,ema_30,ma_30,,,,,,,,
21/01/2025 14:35,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9000873775,41103990238,8983252514,-221.9303,-222.3772,0.9964,94806.8824,4.2167,cuda,Close_target,Open,Close,High,Low,ema_30,bollinger_30,,,,,,,,
21/01/2025 14:35,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8976814521,40994119646,8972079753,-223.9135,-224.3644,0.9949,94719.4401,4.0591,cuda,Close_target,Open,Close,High,Low,atr_30,rsi_30,,,,,,,,
21/01/2025 14:35,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8988137577,41045828267,8981673677,-227.2791,-227.7367,0.9957,94763.306,4.2413,cuda,Close_target,Open,Close,High,Low,atr_30,ma_30,,,,,,,,
21/01/2025 14:35,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9024309106,41211011584,9016961468,-225.8345,-226.2892,0.9978,94971.2645,4.3394,cuda,Close_target,Open,Close,High,Low,atr_30,bollinger_30,,,,,,,,
21/01/2025 14:36,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9002312009,41110558174,8993949525,-230.4624,-230.9264,0.9964,94826.6692,4.2646,cuda,Close_target,Open,Close,High,Low,rsi_30,ma_30,,,,,,,,
21/01/2025 14:36,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8999144747,41096094345,8992707618,-229.2564,-229.718,0.9964,94829.2813,4.2995,cuda,Close_target,Open,Close,High,Low,rsi_30,bollinger_30,,,,,,,,
21/01/2025 14:36,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8997462270,41088411034,9005218748,-231.328,-231.7937,0.9963,94874.2392,4.1404,cuda,Close_target,Open,Close,High,Low,ma_30,bollinger_30,,,,,,,,
21/01/2025 14:36,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9005318757,41124288990,8978249421,-222.0999,-222.5471,0.9964,94773.6283,4.038,cuda,Close_target,Open,Close,High,Volume,Number of Trades,Taker Buy Base Asset Volume,,,,,,,,
21/01/2025 14:36,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9012402804,41156639471,9004927932,-222.7023,-223.1508,0.9971,94893.1488,4.211,cuda,Close_target,Open,Close,High,Volume,Number of Trades,obv,,,,,,,,
21/01/2025 14:36,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8982051003,41018032913,8955634893,-222.9578,-223.4068,0.9949,94627.2345,4.2785,cuda,Close_target,Open,Close,High,Volume,Number of Trades,cmf_30,,,,,,,,
21/01/2025 14:36,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9012168502,41155569493,8996665515,-219.3303,-219.772,0.9971,94886.3295,4.2051,cuda,Close_target,Open,Close,High,Volume,Number of Trades,ema_30,,,,,,,,
21/01/2025 14:36,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8978481899,41001734007,8975831962,-229.2248,-229.6863,0.9949,94736.677,4.2216,cuda,Close_target,Open,Close,High,Volume,Number of Trades,atr_30,,,,,,,,
21/01/2025 14:36,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8992074199,41063805508,8981420578,-231.2987,-231.7644,0.9956,94779.6832,4.2565,cuda,Close_target,Open,Close,High,Volume,Number of Trades,rsi_30,,,,,,,,
21/01/2025 14:36,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9041890752,41291301103,9015183360,-220.9054,-221.3502,0.9985,94941.3048,3.6268,cuda,Close_target,Open,Close,High,Volume,Number of Trades,ma_30,,,,,,,,
21/01/2025 14:36,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9011148516,41150911556,9018856004,-229.5177,-229.9798,0.9971,94979.9948,4.0935,cuda,Close_target,Open,Close,High,Volume,Number of Trades,bollinger_30,,,,,,,,
21/01/2025 14:37,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8977405952,40996820514,8963277551,-224.1931,-224.6445,0.9949,94689.1757,3.6749,cuda,Close_target,Open,Close,High,Volume,Taker Buy Base Asset Volume,obv,,,,,,,,
21/01/2025 14:37,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8978651383,41002507981,8974857694,-226.3913,-226.8472,0.9949,94734.1474,3.551,cuda,Close_target,Open,Close,High,Volume,Taker Buy Base Asset Volume,cmf_30,,,,,,,,
21/01/2025 14:37,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8990119951,41054881109,8970860715,-217.2646,-217.7022,0.9956,94720.2953,3.5244,cuda,Close_target,Open,Close,High,Volume,Taker Buy Base Asset Volume,ema_30,,,,,,,,
21/01/2025 14:37,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8978519429,41001905391,8975944260,-229.2277,-229.6892,0.9949,94737.263,3.6334,cuda,Close_target,Open,Close,High,Volume,Taker Buy Base Asset Volume,atr_30,,,,,,,,
21/01/2025 14:37,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8999228259,41096475716,9001383970,-228.0192,-228.4783,0.9964,94879.0411,3.5198,cuda,Close_target,Open,Close,High,Volume,Taker Buy Base Asset Volume,rsi_30,,,,,,,,
21/01/2025 14:37,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9000199975,41100913220,8994303386,-227.6103,-228.0686,0.9964,94838.3682,3.4279,cuda,Close_target,Open,Close,High,Volume,Taker Buy Base Asset Volume,ma_30,,,,,,,,
21/01/2025 14:37,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8989321321,41051234031,8981020092,-219.3562,-219.798,0.9957,94774.2868,3.513,cuda,Close_target,Open,Close,High,Volume,Taker Buy Base Asset Volume,bollinger_30,,,,,,,,
21/01/2025 14:37,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9015074487,41168840158,9008239514,-229.7375,-230.2001,0.9971,94892.9886,3.5948,cuda,Close_target,Open,Close,High,Volume,obv,cmf_30,,,,,,,,
21/01/2025 14:37,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8987873183,41044620868,8981772868,-221.9107,-222.3576,0.9956,94764.0261,3.537,cuda,Close_target,Open,Close,High,Volume,obv,ema_30,,,,,,,,
21/01/2025 14:37,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8989733746,41053117440,8978937003,-222.0175,-222.4646,0.9956,94751.3261,3.5645,cuda,Close_target,Open,Close,High,Volume,obv,atr_30,,,,,,,,
21/01/2025 14:37,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8978884974,41003574716,8970499857,-226.2086,-226.6641,0.995,94696.356,3.7225,cuda,Close_target,Open,Close,High,Volume,obv,rsi_30,,,,,,,,
21/01/2025 14:37,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8992157106,41064184115,8988346061,-226.5345,-226.9907,0.9956,94789.6968,3.5333,cuda,Close_target,Open,Close,High,Volume,obv,ma_30,,,,,,,,
21/01/2025 14:37,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9023446621,41207072905,9032765884,-229.8733,-230.3362,0.9979,95053.2322,3.6909,cuda,Close_target,Open,Close,High,Volume,obv,bollinger_30,,,,,,,,
21/01/2025 14:37,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9013631798,41162251878,9014772565,-230.2236,-230.6872,0.9971,94941.9614,3.6351,cuda,Close_target,Open,Close,High,Volume,cmf_30,ema_30,,,,,,,,
21/01/2025 14:38,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8988721376,41048494285,8988816350,-230.67,-231.1344,0.9957,94807.6347,3.6681,cuda,Close_target,Open,Close,High,Volume,cmf_30,atr_30,,,,,,,,
21/01/2025 14:38,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8997667093,41089346389,9002375270,-224.6395,-225.0918,0.9964,94884.0553,3.6533,cuda,Close_target,Open,Close,High,Volume,cmf_30,rsi_30,,,,,,,,
21/01/2025 14:38,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9003334850,41115229150,8988865468,-220.6186,-221.0629,0.9964,94808.4445,3.6536,cuda,Close_target,Open,Close,High,Volume,cmf_30,ma_30,,,,,,,,
21/01/2025 14:38,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9011972462,41154674244,9007939721,-222.9645,-223.4134,0.9971,94919.5755,3.696,cuda,Close_target,Open,Close,High,Volume,cmf_30,bollinger_30,,,,,,,,
21/01/2025 14:38,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8978312805,41000961809,8972213316,-226.0357,-226.4908,0.9949,94701.7211,3.3612,cuda,Close_target,Open,Close,High,Volume,ema_30,atr_30,,,,,,,,
21/01/2025 14:38,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9003203666,41114630076,8994619051,-228.9444,-229.4054,0.9964,94860.9172,3.7239,cuda,Close_target,Open,Close,High,Volume,ema_30,rsi_30,,,,,,,,
21/01/2025 14:38,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8965622291,40943008461,8955187610,-218.7224,-219.1629,0.9942,94637.8884,3.5594,cuda,Close_target,Open,Close,High,Volume,ema_30,ma_30,,,,,,,,
21/01/2025 14:38,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9010177996,41146479514,9010979226,-223.4783,-223.9283,0.9971,94908.4048,3.5217,cuda,Close_target,Open,Close,High,Volume,ema_30,bollinger_30,,,,,,,,
21/01/2025 14:38,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8979209986,41005058935,8964070537,-221.9512,-222.3981,0.9949,94672.6764,3.7325,cuda,Close_target,Open,Close,High,Volume,atr_30,rsi_30,,,,,,,,
21/01/2025 14:38,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9000465692,41102126660,9008676966,-233.4716,-233.9417,0.9964,94893.5993,3.4919,cuda,Close_target,Open,Close,High,Volume,atr_30,ma_30,,,,,,,,
21/01/2025 14:38,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9016979441,41177539447,8998232405,-226.2148,-226.6703,0.9971,94870.8037,3.4684,cuda,Close_target,Open,Close,High,Volume,atr_30,bollinger_30,,,,,,,,
21/01/2025 14:38,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9013588469,41162054007,9011100706,-227.0199,-227.477,0.9971,94906.7712,3.7164,cuda,Close_target,Open,Close,High,Volume,rsi_30,ma_30,,,,,,,,
21/01/2025 14:38,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9027136071,41223921391,9010680354,-223.6454,-224.0957,0.9978,94912.3069,3.6172,cuda,Close_target,Open,Close,High,Volume,rsi_30,bollinger_30,,,,,,,,
21/01/2025 14:38,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9010579411,41148312644,9011023633,-223.4794,-223.9294,0.9971,94908.6364,3.5336,cuda,Close_target,Open,Close,High,Volume,ma_30,bollinger_30,,,,,,,,
21/01/2025 14:39,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9012927548,41159035802,9000916719,-223.0552,-223.5044,0.9971,94876.1782,3.7892,cuda,Close_target,Open,Close,High,Number of Trades,Taker Buy Base Asset Volume,obv,,,,,,,,
21/01/2025 14:39,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8978780317,41003096781,8960930850,-225.6295,-226.0838,0.9949,94658.8828,3.7208,cuda,Close_target,Open,Close,High,Number of Trades,Taker Buy Base Asset Volume,cmf_30,,,,,,,,
21/01/2025 14:39,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9013752055,41162801050,9008966110,-227.1829,-227.6404,0.9971,94899.1758,3.5956,cuda,Close_target,Open,Close,High,Number of Trades,Taker Buy Base Asset Volume,ema_30,,,,,,,,
21/01/2025 14:39,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8991097094,41059343394,8964136073,-220.4405,-220.8844,0.9956,94689.204,3.7957,cuda,Close_target,Open,Close,High,Number of Trades,Taker Buy Base Asset Volume,atr_30,,,,,,,,
21/01/2025 14:39,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8988621749,41048039322,8982056516,-222.321,-222.7687,0.9957,94783.1183,3.6833,cuda,Close_target,Open,Close,High,Number of Trades,Taker Buy Base Asset Volume,rsi_30,,,,,,,,
21/01/2025 14:39,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9023060491,41205309577,9020582093,-222.874,-223.3228,0.9978,94968.5585,3.5975,cuda,Close_target,Open,Close,High,Number of Trades,Taker Buy Base Asset Volume,ma_30,,,,,,,,
21/01/2025 14:39,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8987520875,41043011994,8997426381,-230.8684,-231.3332,0.9957,94849.2015,3.7713,cuda,Close_target,Open,Close,High,Number of Trades,Taker Buy Base Asset Volume,bollinger_30,,,,,,,,
21/01/2025 14:39,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9000425009,41101940873,9000519953,-227.7616,-228.2202,0.9964,94865.4094,3.5334,cuda,Close_target,Open,Close,High,Number of Trades,obv,cmf_30,,,,,,,,
21/01/2025 14:39,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8987058639,41040901120,8996990976,-230.8572,-231.322,0.9956,94846.9032,3.4692,cuda,Close_target,Open,Close,High,Number of Trades,obv,ema_30,,,,,,,,
21/01/2025 14:39,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8993506693,41070347230,8980702208,-230.9054,-231.3703,0.9957,94770.7535,3.6883,cuda,Close_target,Open,Close,High,Number of Trades,obv,atr_30,,,,,,,,
21/01/2025 14:39,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9025681984,41217281058,9012497783,-230.4847,-230.9487,0.9978,94931.2586,3.5111,cuda,Close_target,Open,Close,High,Number of Trades,obv,rsi_30,,,,,,,,
21/01/2025 14:39,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9010529467,41148084565,9014115977,-228.3431,-228.8029,0.9971,94946.1157,3.5251,cuda,Close_target,Open,Close,High,Number of Trades,obv,ma_30,,,,,,,,
21/01/2025 14:39,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8987733665,41043983735,8979617382,-228.9213,-229.3822,0.9957,94760.2355,3.6854,cuda,Close_target,Open,Close,High,Number of Trades,obv,bollinger_30,,,,,,,,
21/01/2025 14:40,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8978650127,41002502246,8964393028,-224.39,-224.8418,0.9949,94669.1422,3.7007,cuda,Close_target,Open,Close,High,Number of Trades,cmf_30,ema_30,,,,,,,,
21/01/2025 14:40,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8974925749,40985494255,8980026334,-230.6779,-231.1423,0.9949,94741.4132,3.4456,cuda,Close_target,Open,Close,High,Number of Trades,cmf_30,atr_30,,,,,,,,
21/01/2025 14:40,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8998229612,41091915230,9002601540,-224.6451,-225.0975,0.9964,94885.2513,3.7803,cuda,Close_target,Open,Close,High,Number of Trades,cmf_30,rsi_30,,,,,,,,
21/01/2025 14:40,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9013526521,41161771110,9011169041,-227.0216,-227.4787,0.9971,94907.1183,3.7315,cuda,Close_target,Open,Close,High,Number of Trades,cmf_30,ma_30,,,,,,,,
21/01/2025 14:40,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9003385266,41115459379,8988929673,-220.6202,-221.0645,0.9964,94808.7839,3.5555,cuda,Close_target,Open,Close,High,Number of Trades,cmf_30,bollinger_30,,,,,,,,
21/01/2025 14:40,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9001454771,41106643456,8985252625,-222.867,-223.3158,0.9964,94806.8268,3.7717,cuda,Close_target,Open,Close,High,Number of Trades,ema_30,atr_30,,,,,,,,
21/01/2025 14:40,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8989181242,41050594338,8978120158,-224.8576,-225.3103,0.9957,94766.5266,3.6119,cuda,Close_target,Open,Close,High,Number of Trades,ema_30,rsi_30,,,,,,,,
21/01/2025 14:40,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8986098681,41036517308,8992772164,-226.9525,-227.4094,0.9957,94831.4732,3.6055,cuda,Close_target,Open,Close,High,Number of Trades,ema_30,ma_30,,,,,,,,
21/01/2025 14:40,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9013547486,41161866854,9013607492,-227.3731,-227.831,0.9971,94938.4411,3.7597,cuda,Close_target,Open,Close,High,Number of Trades,ema_30,bollinger_30,,,,,,,,
21/01/2025 14:40,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9004231501,41119323853,9001606144,-226.8703,-227.3271,0.9964,94859.605,3.739,cuda,Close_target,Open,Close,High,Number of Trades,atr_30,rsi_30,,,,,,,,
21/01/2025 14:40,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9000488893,41102232610,9001643179,-231.0006,-231.4656,0.9964,94875.2576,3.5007,cuda,Close_target,Open,Close,High,Number of Trades,atr_30,ma_30,,,,,,,,
21/01/2025 14:40,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,9019943846,41191076898,9024468855,-223.6513,-224.1016,0.9978,95002.879,3.6552,cuda,Close_target,Open,Close,High,Number of Trades,atr_30,bollinger_30,,,,,,,,
21/01/2025 14:40,100000,30,8,1,6,0,0.7,0.15,0.15,512,5,0.1,8993325886,41069521545,8965283430,-221.7777,-222.2243,0.9956,94705.1845,3.5624,cuda,Close_target,Open,Close,High,Number of Trades,rsi_30,ma_30,,,,,,,,
